label,area,perimeter,eccentricity,solidity,orientation,centroid_y,centroid_x,stack,frame,Genotype
9,693,135.67514421272202,0.9100346348843447,0.7682926829268293,0.8199929602782727,703.1890331890332,823.3290043290043,WT-10.tif,45,WT
10,299,81.35533905932738,0.9405952850241937,0.8768328445747801,1.364847871678872,731.809364548495,678.5986622073578,WT-10.tif,45,WT
11,777,166.30865786510142,0.9489944393048599,0.8519736842105263,0.9107776281092961,750.03861003861,673.4414414414415,WT-10.tif,45,WT
12,861,243.57463914933368,0.9906214032048936,0.5638506876227898,1.4882169886648806,764.3170731707318,740.4599303135889,WT-10.tif,45,WT
13,219,70.24873734152915,0.9586438551650683,0.9049586776859504,1.3599809742363074,756.7671232876712,729.8904109589041,WT-10.tif,45,WT
1,180,59.112698372208094,0.9182534754487995,0.9230769230769231,1.0448456219205333,480.18888888888887,617.4388888888889,WT-2.tif,0,WT
2,385,122.01219330881975,0.950658545968255,0.7375478927203065,-1.3748578253420654,483.6441558441558,555.7584415584415,WT-2.tif,0,WT
3,346,94.14823227814082,0.9323574217739056,0.837772397094431,-1.562151347363401,493.7485549132948,612.5520231213873,WT-2.tif,0,WT
4,291,83.14823227814084,0.9385846220970413,0.8818181818181818,-1.334811147156896,494.4364261168385,445.36426116838487,WT-2.tif,0,WT
5,541,130.88834764831847,0.9811635291727167,0.8533123028391167,0.7355937152927644,527.9482439926063,641.5656192236598,WT-2.tif,0,WT
6,230,69.0477272147525,0.9261546943623002,0.888030888030888,0.6307029485116855,529.0869565217391,376.76521739130436,WT-2.tif,0,WT
7,657,169.71067811865476,0.990426399717047,0.8295454545454546,1.261624376419194,534.2085235920853,472.9665144596651,WT-2.tif,0,WT
8,342,80.76955262170047,0.898152794840787,0.890625,-0.9018109221909629,542.4502923976609,580.5350877192982,WT-2.tif,0,WT
9,466,123.01828996322963,0.9766163061903107,0.8396396396396396,1.2121424160824599,560.4206008583691,545.3798283261802,WT-2.tif,0,WT
10,315,81.01219330881976,0.8560682909856694,0.875,1.4015785992607541,595.0222222222222,655.2,WT-2.tif,0,WT
11,434,111.84062043356595,0.971062394223159,0.8966942148760331,1.3651849226363804,626.7304147465438,585.094470046083,WT-2.tif,0,WT
12,404,92.46194077712559,0.8149163659713792,0.8898678414096917,0.5750761968686722,647.990099009901,497.56435643564356,WT-2.tif,0,WT
13,184,66.45584412271572,0.9573626177693698,0.8761904761904762,1.4166703329649026,677.1684782608696,702.5760869565217,WT-2.tif,0,WT
14,652,126.05382386916239,0.9264269327032812,0.8894952251023193,-1.003156361236152,717.2377300613497,795.7990797546013,WT-2.tif,0,WT
15,277,89.43250352560274,0.9781866644752271,0.9172185430463576,0.9292287045776665,716.2671480144404,833.884476534296,WT-2.tif,0,WT
16,966,218.19090885901,0.9914612411115522,0.8969359331476323,0.8044416909713766,747.3706004140787,571.9244306418219,WT-2.tif,0,WT
17,185,50.970562748477136,0.821811845998458,0.9685863874345549,1.5530510868295702,719.827027027027,737.7027027027027,WT-2.tif,0,WT
18,200,51.4558441227157,0.574627407422831,0.9478672985781991,0.0015451553771569627,727.355,688.845,WT-2.tif,0,WT
19,297,71.01219330881975,0.7731844311986484,0.9369085173501577,-1.0407040132331045,734.4511784511784,605.8787878787879,WT-2.tif,0,WT
20,218,62.4558441227157,0.5879155643829896,0.8685258964143426,1.3980717695241478,740.5,860.3669724770642,WT-2.tif,0,WT
21,459,106.84062043356596,0.9576310914477352,0.9017681728880157,1.26816452468291,743.6993464052288,822.0370370370371,WT-2.tif,0,WT
22,265,77.01219330881976,0.9377134671344872,0.8745874587458746,1.3871431880303715,746.3320754716981,643.566037735849,WT-2.tif,0,WT
23,341,90.76955262170048,0.9637296179673197,0.9191374663072777,1.3110208128536314,757.4457478005866,776.149560117302,WT-2.tif,0,WT
24,430,95.46194077712558,0.8511286432406552,0.8793456032719836,1.4079247275624012,763.6395348837209,885.8209302325581,WT-2.tif,0,WT
25,334,86.18376618407356,0.9453075367192425,0.9027027027027027,-1.3714332046952418,773.2964071856287,805.874251497006,WT-2.tif,0,WT
26,554,105.7401153701776,0.8487439614023504,0.8921095008051529,1.4772283502274546,783.6696750902527,918.4657039711192,WT-2.tif,0,WT
27,486,96.59797974644665,0.9312593965270688,0.9364161849710982,1.3818168701469506,801.7098765432099,693.5082304526749,WT-2.tif,0,WT
28,459,107.2842712474619,0.9699061113536376,0.9272727272727272,-1.4880891807247951,813.0479302832244,767.6884531590414,WT-2.tif,0,WT
29,191,62.52691193458118,0.8558741697811713,0.9138755980861244,-1.4436458436489659,824.1361256544502,969.282722513089,WT-2.tif,0,WT
30,225,61.94112549695428,0.7916227251506677,0.9183673469387755,1.546887888814436,829.8933333333333,647.7111111111111,WT-2.tif,0,WT
31,319,81.11269837220809,0.9133326836275842,0.9011299435028248,1.485579990041,830.7272727272727,858.9435736677116,WT-2.tif,0,WT
32,367,83.35533905932738,0.9138248679203618,0.9291139240506329,-1.3829937806791062,834.4468664850136,680.7983651226158,WT-2.tif,0,WT
33,617,173.84062043356593,0.9890123333459155,0.8522099447513812,-1.4599554089461089,842.2350081037278,721.9789303079417,WT-2.tif,0,WT
1,186,59.11269837220809,0.9090676794410473,0.9207920792079208,1.0683490580636086,480.16129032258067,617.1559139784946,WT-2.tif,1,WT
2,284,83.11269837220809,0.9576146065012539,0.8685015290519877,1.4906870123752047,492.1232394366197,613.5246478873239,WT-2.tif,1,WT
3,275,68.52691193458118,0.8831897217957083,0.9322033898305084,-1.3463561287766332,495.8218181818182,443.28,WT-2.tif,1,WT
4,576,138.50966799187808,0.9841581070576444,0.8753799392097265,0.7334496941180382,529.9548611111111,642.5329861111111,WT-2.tif,1,WT
5,689,180.95331880577402,0.9913451424319268,0.8433292533659731,1.2886734813758076,534.1494920174165,471.9811320754717,WT-2.tif,1,WT
6,391,89.49747468305833,0.9171515016179791,0.8786516853932584,-0.8588927108695109,542.5524296675192,578.6675191815857,WT-2.tif,1,WT
7,478,125.01828996322963,0.9754259489380289,0.8460176991150442,1.2331945403773654,560.6297071129707,545.2008368200837,WT-2.tif,1,WT
8,317,86.2193000900063,0.8599882884647161,0.8107416879795396,1.4546052070389666,593.968454258675,653.7350157728706,WT-2.tif,1,WT
9,437,120.66904755831213,0.9743111056272677,0.8792756539235412,1.3824727575634739,626.1990846681922,585.0869565217391,WT-2.tif,1,WT
10,395,83.84062043356595,0.8072775742935022,0.9316037735849056,0.5257274628313404,647.4607594936709,497.8658227848101,WT-2.tif,1,WT
11,619,119.9827560572969,0.909293866402597,0.8880918220946915,-0.9857781893048003,715.1615508885299,794.8222940226171,WT-2.tif,1,WT
12,252,84.32590180780451,0.9728137144732111,0.8811188811188811,0.9229810403626341,714.0793650793651,832.0674603174604,WT-2.tif,1,WT
13,1004,229.60512242138307,0.9907772299677474,0.8776223776223776,0.8033591512132237,746.4810756972112,571.4820717131474,WT-2.tif,1,WT
14,255,69.21320343559643,0.9357397491825847,0.9340659340659341,-1.515725512930441,719.5058823529412,736.8470588235294,WT-2.tif,1,WT
15,302,70.76955262170047,0.7186284919837587,0.9069069069069069,0.9602480687320875,723.4370860927153,687.8509933774834,WT-2.tif,1,WT
16,288,81.84062043356595,0.902870566163115,0.829971181556196,-0.8677044245022799,732.9340277777778,607.0972222222222,WT-2.tif,1,WT
17,226,61.2842712474619,0.5812082534338209,0.8968253968253969,0.9389097923801003,738.4026548672566,858.7477876106195,WT-2.tif,1,WT
18,446,109.25483399593904,0.9607582719142829,0.8937875751503006,1.2652780672776653,742.2219730941704,821.5224215246636,WT-2.tif,1,WT
19,291,77.698484809835,0.9400764278856708,0.9387096774193548,1.3641880020126824,746.0137457044674,647.1958762886597,WT-2.tif,1,WT
20,312,84.5269119345812,0.9596424050785967,0.9313432835820895,1.343114887211591,754.7980769230769,771.2467948717949,WT-2.tif,1,WT
21,455,100.91168824543144,0.8536820033528955,0.8974358974358975,1.4189233960321728,761.3956043956044,883.4043956043956,WT-2.tif,1,WT
22,402,78.42640687119285,0.7509791036232406,0.9458823529411765,-1.522981749614448,772.6542288557214,805.1542288557214,WT-2.tif,1,WT
23,613,114.81118318204308,0.8929582765329498,0.8707386363636364,1.392578810886084,782.7047308319738,918.3719412724307,WT-2.tif,1,WT
24,757,165.53910524340094,0.9795396344335983,0.8096256684491978,1.561268395207196,787.9405548216645,855.9788639365918,WT-2.tif,1,WT
25,484,95.94112549695427,0.9311765992350922,0.9434697855750487,1.4559009731655448,800.2665289256198,692.8698347107438,WT-2.tif,1,WT
26,484,114.76955262170047,0.9724175692460283,0.9272030651340997,-1.4872646405114778,812.345041322314,769.2210743801653,WT-2.tif,1,WT
27,336,93.59797974644665,0.9429883717202638,0.875,-1.4586947732108622,824.1190476190476,962.9166666666666,WT-2.tif,1,WT
28,318,75.01219330881976,0.7028749434578704,0.9244186046511628,1.43849439506718,828.3522012578617,647.4433962264151,WT-2.tif,1,WT
29,332,76.62741699796953,0.8550960526763693,0.8853333333333333,1.5026010200223767,830.0421686746988,860.1355421686746,WT-2.tif,1,WT
30,338,76.18376618407356,0.8773797942963139,0.9441340782122905,-1.3370858449823126,833.7662721893491,682.8136094674556,WT-2.tif,1,WT
1,198,61.11269837220809,0.9090612538879977,0.9252336448598131,1.041313712990326,480.2171717171717,616.8787878787879,WT-2.tif,2,WT
2,234,98.39087296526012,0.9761168027902559,0.7572815533980582,-1.4454997360337154,481.7307692307692,557.8803418803419,WT-2.tif,2,WT
3,297,84.90559159102155,0.9249387044251901,0.84375,-1.510612435126141,493.7845117845118,610.0505050505051,WT-2.tif,2,WT
4,264,67.698484809835,0.8895587242435447,0.9295774647887324,-1.4075381257406094,494.9734848484849,442.1666666666667,WT-2.tif,2,WT
5,142,63.254833995939045,0.9687786640562815,0.8402366863905325,0.7575523869635997,505.3732394366197,352.65492957746477,WT-2.tif,2,WT
6,1,0.0,0.0,1.0,0.7853981633974483,502.0,382.0,WT-2.tif,2,WT
7,66,42.21320343559643,0.9387905567382955,0.7096774193548387,1.2583414154955226,505.8030303030303,393.9848484848485,WT-2.tif,2,WT
8,478,127.26702730475881,0.9839235747884009,0.8033613445378152,0.7311207890343032,527.0041841004185,640.520920502092,WT-2.tif,2,WT
9,645,157.0538238691624,0.9885756775553207,0.8692722371967655,1.26364507928156,533.5100775193798,469.67131782945734,WT-2.tif,2,WT
10,332,77.01219330881976,0.8964223666114116,0.924791086350975,-0.8507433770757595,543.105421686747,579.0512048192771,WT-2.tif,2,WT
11,454,120.94722215136414,0.9751291577573729,0.8647619047619047,1.2484487477985249,561.7731277533039,546.2731277533039,WT-2.tif,2,WT
12,289,88.39087296526012,0.884101726759349,0.7686170212765957,-1.484812778582623,594.2871972318339,652.3667820069204,WT-2.tif,2,WT
13,415,109.01219330881975,0.9734386572148955,0.8982683982683982,1.3425762095762483,625.4843373493976,583.9903614457832,WT-2.tif,2,WT
14,189,61.248737341529164,0.9146458836901473,0.875,-1.326952324966516,635.4814814814815,544.7989417989418,WT-2.tif,2,WT
15,389,80.42640687119285,0.7719421576837247,0.9396135265700483,0.6828817659802526,648.0539845758354,497.9974293059126,WT-2.tif,2,WT
16,657,126.22539674441617,0.9394238268945373,0.840153452685422,-1.0409123132977158,716.9117199391172,794.0928462709285,WT-2.tif,2,WT
17,261,81.74011537017762,0.9640101367863312,0.8969072164948454,0.905000348047807,717.352490421456,835.5785440613026,WT-2.tif,2,WT
18,193,56.834523779156065,0.4930972120680999,0.8616071428571429,1.5334034350157504,726.3367875647668,688.9844559585492,WT-2.tif,2,WT
19,232,62.8700576850888,0.7362220447746921,0.9206349206349206,0.9975356433684384,738.7025862068965,860.5258620689655,WT-2.tif,2,WT
20,227,64.5269119345812,0.832893530836297,0.8972332015810277,1.4398304273636136,740.0660792951542,601.6784140969163,WT-2.tif,2,WT
21,217,73.5269119345812,0.9480920817128509,0.8250950570342205,-1.23746408424956,741.7557603686636,736.3640552995391,WT-2.tif,2,WT
22,420,108.49747468305833,0.9628664906468476,0.8677685950413223,1.2696958416689563,742.8119047619048,820.3619047619047,WT-2.tif,2,WT
23,341,98.52691193458118,0.9733835642691,0.844059405940594,1.4283809779849208,747.407624633431,651.4780058651027,WT-2.tif,2,WT
24,268,75.698484809835,0.9494870784457212,0.9273356401384083,1.3308271437408281,755.7462686567164,771.0858208955224,WT-2.tif,2,WT
25,476,97.49747468305833,0.8614764586648265,0.9333333333333333,1.38254676422203,762.2415966386554,886.390756302521,WT-2.tif,2,WT
26,526,117.59797974644665,0.926328011246424,0.8283464566929134,-1.3303506021843918,776.245247148289,801.0760456273764,WT-2.tif,2,WT
27,563,108.81118318204308,0.846242695619812,0.8852201257861635,1.4625757029404678,782.0603907637656,918.3978685612789,WT-2.tif,2,WT
28,494,104.94112549695427,0.9231168747002322,0.8853046594982079,-1.481470156167191,788.0,870.9615384615385,WT-2.tif,2,WT
29,502,97.59797974644665,0.9239112825210818,0.9261992619926199,1.4576158813600186,800.5338645418327,690.6693227091633,WT-2.tif,2,WT
30,469,110.698484809835,0.9747726971483697,0.9089147286821705,-1.456259310296902,811.7228144989339,766.138592750533,WT-2.tif,2,WT
31,340,97.56244584051392,0.9639129866162602,0.8923884514435696,-1.4346004656017366,824.6882352941177,961.6911764705883,WT-2.tif,2,WT
32,452,162.18986283848346,0.9737121367758861,0.7422003284072249,1.483866666222723,830.1548672566372,869.0796460176991,WT-2.tif,2,WT
33,172,54.04163056034262,0.7280262082001958,0.9197860962566845,1.4451778381669773,829.1744186046511,645.4825581395348,WT-2.tif,2,WT
34,371,83.11269837220809,0.9147621701561933,0.9416243654822335,-1.3850468699227079,834.2911051212938,681.4824797843665,WT-2.tif,2,WT
35,705,194.77564927611036,0.9911880428328967,0.7850779510022272,-1.5594236837816606,835.7588652482269,798.9829787234042,WT-2.tif,2,WT
1,193,60.45584412271571,0.8864305619749934,0.8894009216589862,1.1320749381758706,479.85492227979273,615.5129533678756,WT-2.tif,3,WT
2,78,37.071067811865476,0.939530655760256,0.9176470588235294,-1.5615211046516972,481.2564102564103,556.2820512820513,WT-2.tif,3,WT
3,325,93.18376618407356,0.9662491641240027,0.8376288659793815,-1.340404643547812,486.95384615384614,575.8953846153846,WT-2.tif,3,WT
4,79,46.14213562373095,0.9644672737392074,0.7314814814814815,1.562087047500328,483.59493670886076,520.9367088607595,WT-2.tif,3,WT
5,282,77.11269837220809,0.8966917889458716,0.8840125391849529,1.5622310287490009,493.38652482269504,610.3439716312057,WT-2.tif,3,WT
6,260,68.4558441227157,0.9114801269369315,0.9187279151943463,-1.3832227056276716,496.6384615384615,443.71923076923076,WT-2.tif,3,WT
7,190,67.29036790187178,0.9581363845253604,0.8962264150943396,0.7700997748443781,505.44736842105266,353.7421052631579,WT-2.tif,3,WT
8,128,57.11269837220809,0.965895393350637,0.8366013071895425,1.1523464802635166,505.796875,393.1796875,WT-2.tif,3,WT
9,265,83.9827560572969,0.9689020597734331,0.8204334365325078,0.7515084703259298,518.8566037735849,634.8641509433962,WT-2.tif,3,WT
10,722,188.16042558696057,0.9928167695336769,0.8395348837209302,1.2823683212351709,533.5927977839335,469.7451523545706,WT-2.tif,3,WT
11,372,107.08326112068524,0.9769367619012467,0.8773584905660378,1.204311043175233,558.760752688172,538.6774193548387,WT-2.tif,3,WT
12,295,88.11269837220809,0.9035371303145301,0.793010752688172,-1.3476803952540768,593.806779661017,650.2474576271186,WT-2.tif,3,WT
13,445,114.76955262170048,0.9757779290849365,0.9137577002053389,1.3582879549755447,626.0112359550562,585.0741573033708,WT-2.tif,3,WT
14,461,87.29036790187179,0.8090702954892541,0.9427402862985685,0.7171089068313307,647.8633405639913,499.52277657266814,WT-2.tif,3,WT
15,600,116.81118318204308,0.8674103134420189,0.8683068017366136,-1.071119555638902,715.1216666666667,799.0616666666666,WT-2.tif,3,WT
16,451,120.40916292848975,0.9816506859888908,0.9260780287474333,0.8123204132803512,728.3636363636364,553.4611973392462,WT-2.tif,3,WT
17,261,65.11269837220809,0.8247604301895095,0.9422382671480144,0.8383440769439108,725.3754789272031,688.6130268199233,WT-2.tif,3,WT
18,298,111.15432893255071,0.9289093765919311,0.7129186602870813,-1.497247223574057,735.3489932885906,611.3355704697987,WT-2.tif,3,WT
19,203,58.284271247461895,0.6602589129144785,0.90625,1.270032024526106,737.6650246305419,862.167487684729,WT-2.tif,3,WT
20,414,119.9827560572969,0.977698921140871,0.8038834951456311,1.2750788246513824,741.5410628019324,824.0024154589372,WT-2.tif,3,WT
21,164,55.21320343559642,0.9284935822033399,0.9265536723163842,-1.3047705291082947,739.6829268292682,740.1829268292682,WT-2.tif,3,WT
22,96,37.21320343559643,0.7790917752678862,0.9142857142857143,0.9310574598146575,744.1354166666666,711.9479166666666,WT-2.tif,3,WT
23,380,103.01219330881975,0.9649868182360939,0.8278867102396514,1.4611763692814188,747.0184210526315,654.1421052631579,WT-2.tif,3,WT
24,465,106.22539674441617,0.8615338619685919,0.8659217877094972,1.4702380060557088,761.0064516129032,888.1440860215054,WT-2.tif,3,WT
25,275,72.62741699796952,0.9297756338215323,0.9450171821305842,1.374194533489164,755.2545454545455,772.3672727272727,WT-2.tif,3,WT
26,386,83.18376618407356,0.8856435660471218,0.9256594724220624,-1.4533798374460078,771.0854922279793,805.5259067357513,WT-2.tif,3,WT
27,594,106.8111831820431,0.8415644118608524,0.8932330827067669,1.3740699000386656,781.2592592592592,919.46632996633,WT-2.tif,3,WT
28,510,98.5269119345812,0.9286124640061817,0.9444444444444444,1.4781290892542498,800.3686274509804,693.4058823529411,WT-2.tif,3,WT
29,437,103.35533905932738,0.9646465803754597,0.9161425576519916,-1.4833978308883515,811.7734553775744,769.1899313501144,WT-2.tif,3,WT
30,349,93.35533905932738,0.9499043764758892,0.9064935064935065,-1.4534483397549003,824.2320916905444,962.2521489971347,WT-2.tif,3,WT
31,165,73.66295090390224,0.9820284051082151,0.7932692307692307,-1.5646484451922134,820.5757575757576,671.9636363636364,WT-2.tif,3,WT
32,377,124.42640687119285,0.9713624958977026,0.8125,1.5428808658495574,831.079575596817,869.657824933687,WT-2.tif,3,WT
33,229,66.1126983722081,0.7272323574044619,0.89453125,1.3800439682106738,830.6375545851529,647.6026200873363,WT-2.tif,3,WT
34,383,85.35533905932738,0.9262730530811443,0.9387254901960784,-1.408214655405577,834.9164490861618,682.7493472584856,WT-2.tif,3,WT
35,393,96.2842712474619,0.9330118123589827,0.8851351351351351,1.5453279024920166,839.4758269720102,737.1450381679389,WT-2.tif,3,WT
1,163,56.248737341529164,0.9097191811614473,0.8810810810810811,1.0677704340029108,479.60122699386505,616.3067484662577,WT-2.tif,4,WT
2,205,59.21320343559642,0.8770912731285643,0.9192825112107623,-1.4218565121375595,485.25365853658536,584.4487804878049,WT-2.tif,4,WT
3,302,79.2842712474619,0.8481075308069882,0.8579545454545454,1.465323785296436,493.74834437086093,609.4635761589404,WT-2.tif,4,WT
4,183,71.15432893255071,0.9781388315051686,0.915,0.7435464609251178,507.08196721311475,354.1366120218579,WT-2.tif,4,WT
5,674,163.0538238691624,0.9893147468152268,0.8938992042440318,1.273934139719894,531.3353115727003,463.5207715133531,WT-2.tif,4,WT
6,326,93.84062043356595,0.9656968829593807,0.8624338624338624,1.2403052941946526,554.6932515337423,531.2699386503067,WT-2.tif,4,WT
7,299,91.94112549695429,0.9127784925056502,0.7952127659574468,-1.3767133307139363,593.9933110367894,649.9397993311037,WT-2.tif,4,WT
8,471,119.66904755831214,0.9761616812378409,0.9040307101727447,1.3480594622078867,624.8450106157112,585.6008492569002,WT-2.tif,4,WT
9,404,78.66904755831214,0.7209658168475378,0.9244851258581236,0.7971392089924193,648.1881188118812,500.2277227722772,WT-2.tif,4,WT
10,560,112.9827560572969,0.8878648138710448,0.852359208523592,-1.168986657147052,716.4410714285714,798.5928571428572,WT-2.tif,4,WT
11,222,71.98275605729691,0.9622294698342215,0.9527896995708155,0.8360214108054013,718.1576576576576,543.436936936937,WT-2.tif,4,WT
12,223,61.21320343559643,0.8983989600463567,0.9409282700421941,-1.5507296220808084,717.780269058296,740.3363228699552,WT-2.tif,4,WT
13,717,193.09545442950497,0.9826928410414872,0.5448328267477204,1.2578735417306623,738.4825662482566,628.997210599721,WT-2.tif,4,WT
14,222,56.04163056034262,0.4075300052906289,0.9327731092436975,0.7501694777370973,728.981981981982,691.8198198198198,WT-2.tif,4,WT
15,189,57.834523779156065,0.6940788566474538,0.8709677419354839,1.2603207193683303,738.0529100529101,862.6031746031746,WT-2.tif,4,WT
16,324,100.9116882454314,0.9751338700616744,0.8526315789473684,1.2132979783831057,740.8425925925926,820.0123456790124,WT-2.tif,4,WT
17,267,71.11269837220809,0.9231610905680854,0.9206896551724137,1.3037692863953776,754.5131086142322,772.2621722846442,WT-2.tif,4,WT
18,426,87.73401871576773,0.9107244870958106,0.9362637362637363,-1.3393703699709005,772.7276995305165,803.4154929577464,WT-2.tif,4,WT
19,556,102.91168824543142,0.8746859588129173,0.8881789137380192,1.425894322326601,782.0071942446043,919.8776978417267,WT-2.tif,4,WT
20,369,92.73401871576775,0.8836043840060227,0.8424657534246576,-1.3933952836522312,788.0487804878048,874.9349593495934,WT-2.tif,4,WT
21,510,95.35533905932738,0.9156474841297673,0.9532710280373832,1.4361943152914172,798.2980392156862,692.9470588235295,WT-2.tif,4,WT
22,462,111.5269119345812,0.9729017403725932,0.9058823529411765,-1.4748819542051652,810.504329004329,764.4848484848485,WT-2.tif,4,WT
23,369,98.76955262170046,0.952836110410396,0.8891566265060241,-1.4427437851273677,824.2303523035231,961.609756097561,WT-2.tif,4,WT
24,126,62.384776310850235,0.9846310093739093,0.863013698630137,-1.5660601629644586,821.1507936507936,673.1904761904761,WT-2.tif,4,WT
25,256,67.01219330881977,0.8015871559300763,0.9343065693430657,1.1574665713755916,829.1640625,645.8203125,WT-2.tif,4,WT
26,413,93.2842712474619,0.9145895788043067,0.9322799097065463,-1.4756885676669398,834.1428571428571,682.273607748184,WT-2.tif,4,WT
27,131,62.935028842544405,0.978839768514125,0.8791946308724832,-1.4763754095975024,832.3816793893129,884.8167938931298,WT-2.tif,4,WT
28,386,92.07716446627536,0.9242334289685139,0.9125295508274232,-1.488060717817587,839.5958549222798,738.2512953367876,WT-2.tif,4,WT
1,113,46.04163056034261,0.8857197241156162,0.8560606060606061,1.168460349317316,478.08849557522126,614.5486725663717,WT-2.tif,5,WT
2,323,88.52691193458118,0.8650002375711439,0.7858880778588808,1.408944740429308,494.39009287925694,609.2167182662539,WT-2.tif,5,WT
3,198,75.53300858899107,0.9778174070061385,0.9124423963133641,0.7424782923657844,507.3636363636364,354.66161616161617,WT-2.tif,5,WT
4,732,185.675144212722,0.9917347803229274,0.8872727272727273,1.2821841095715545,532.327868852459,464.0,WT-2.tif,5,WT
5,353,95.35533905932736,0.9302384130396149,0.8444976076555024,-1.4969807407716147,595.685552407932,649.2266288951841,WT-2.tif,5,WT
6,455,114.42640687119284,0.9740639547728167,0.9063745019920318,1.3366282191583907,625.7824175824176,584.8241758241758,WT-2.tif,5,WT
7,436,81.25483399593904,0.7503245573604009,0.9416846652267818,0.7820723086548292,648.4220183486239,499.95642201834863,WT-2.tif,5,WT
8,254,65.35533905932738,0.883365448635798,0.9442379182156134,0.6291718789970387,702.6929133858267,759.7086614173228,WT-2.tif,5,WT
9,502,107.49747468305833,0.8605947718727427,0.8189233278955954,-1.3150428052216758,717.0318725099602,800.0458167330677,WT-2.tif,5,WT
10,401,88.42640687119285,0.9091129969616211,0.9218390804597701,-1.2383735939445866,720.3715710723192,726.7107231920199,WT-2.tif,5,WT
11,251,68.5269119345812,0.6704254765272707,0.8451178451178452,0.5605454103699531,728.792828685259,690.2310756972112,WT-2.tif,5,WT
12,633,170.64570696119915,0.9726824922860308,0.5977337110481586,1.2100394505068923,738.7677725118483,626.388625592417,WT-2.tif,5,WT
13,104,39.55634918610404,0.8120595750910706,0.9285714285714286,1.0863997094190199,728.5384615384615,843.8653846153846,WT-2.tif,5,WT
14,155,50.8700576850888,0.5563366030635797,0.8659217877094972,1.5691950707676774,739.3032258064516,863.058064516129,WT-2.tif,5,WT
15,272,72.28427124746189,0.9284579614895448,0.9379310344827586,1.4263100085354605,755.1286764705883,770.2977941176471,WT-2.tif,5,WT
16,327,81.698484809835,0.8545744005589201,0.8363171355498721,-1.1193663084044359,775.1437308868501,803.5535168195719,WT-2.tif,5,WT
17,557,118.05382386916237,0.8897134170304997,0.8556067588325653,1.4050704569221104,782.556552962298,920.4955116696589,WT-2.tif,5,WT
18,110,47.17766952966368,0.9356390745210138,0.873015873015873,1.3730552502577382,790.0909090909091,610.1545454545454,WT-2.tif,5,WT
19,512,93.94112549695427,0.9062955631723737,0.9463955637707948,1.4348719619776376,798.84765625,690.142578125,WT-2.tif,5,WT
20,425,106.11269837220809,0.9705149424947296,0.8854166666666666,-1.4896543414440298,810.5811764705883,766.6376470588235,WT-2.tif,5,WT
21,227,87.84062043356595,0.9700558222250675,0.822463768115942,-1.38065036307299,812.8325991189428,938.6035242290749,WT-2.tif,5,WT
22,360,99.76955262170047,0.9452986172915294,0.8674698795180723,-1.4373570316716877,824.1111111111111,962.3527777777778,WT-2.tif,5,WT
23,303,73.66295090390226,0.8070186076447368,0.8938053097345132,-1.5646238499521246,829.3762376237623,862.3003300330033,WT-2.tif,5,WT
24,603,137.0477272147525,0.9711772268311086,0.8676258992805755,-1.5116549045774317,839.8424543946932,729.0961857379768,WT-2.tif,5,WT
1,76,37.970562748477136,0.7853113695073749,0.8172043010752689,1.233529774921529,477.2631578947368,614.1052631578947,WT-2.tif,6,WT
2,65,38.76345596729059,0.9649157267329648,0.7831325301204819,-1.5650445470892385,483.0923076923077,522.6461538461539,WT-2.tif,6,WT
3,473,115.18376618407356,0.9738942822777259,0.8958333333333334,-1.499693951799628,489.5137420718816,552.8541226215644,WT-2.tif,6,WT
4,285,76.07716446627536,0.867538248101756,0.8636363636363636,1.2877536573309887,493.82456140350877,608.8736842105263,WT-2.tif,6,WT
5,979,269.13708498984755,0.9960741191800092,0.793354943273906,1.2614469600919833,536.5035750766087,478.6956077630235,WT-2.tif,6,WT
6,401,107.42640687119285,0.9543029404925293,0.8302277432712215,-1.5142911180947454,596.3117206982544,645.9825436408978,WT-2.tif,6,WT
7,463,123.91168824543144,0.9791853112142849,0.8703007518796992,1.3391295554782594,625.5766738660907,584.5831533477321,WT-2.tif,6,WT
8,460,86.08326112068524,0.799254930883336,0.9465020576131687,0.8924954753446434,647.704347826087,499.6,WT-2.tif,6,WT
9,329,83.49747468305833,0.9465354512620039,0.9113573407202216,0.6974125742748927,706.1762917933131,763.3890577507599,WT-2.tif,6,WT
10,597,102.32590180780451,0.7823677966898711,0.9156441717791411,1.0923327854634621,718.604690117253,805.7604690117253,WT-2.tif,6,WT
11,764,207.75230867899737,0.9871907328538784,0.5617647058823529,1.3138439840922203,741.2801047120419,635.7879581151833,WT-2.tif,6,WT
12,105,46.2842712474619,0.9476164812706374,0.8677685950413223,1.029991434728584,733.152380952381,689.0761904761905,WT-2.tif,6,WT
13,346,108.5685424949238,0.5527040966741359,0.7148760330578512,1.3953132569017836,743.6878612716763,862.0086705202312,WT-2.tif,6,WT
14,291,97.76955262170047,0.9732821354819934,0.7538860103626943,-1.3829628758162644,744.2508591065292,730.7800687285223,WT-2.tif,6,WT
15,610,118.43860018001261,0.9397932249863016,0.9090909090909091,0.8666952807448582,759.1360655737705,584.8327868852459,WT-2.tif,6,WT
16,258,70.87005768508881,0.9264764933264562,0.9347826086956522,1.3088412097436688,754.577519379845,769.937984496124,WT-2.tif,6,WT
17,115,48.2842712474619,0.9299034756578334,0.8582089552238806,1.1763990422485706,763.1304347826087,885.8782608695652,WT-2.tif,6,WT
